0.129000	0.129000	B
0.150000	0.150000	B
0.173000	0.173000	B
2.419000	2.419000	B
2.536000	2.536000	B
2.602000	2.602000	B
2.624000	2.624000	B
3.059000	3.059000	B
3.080000	3.080000	B
3.107000	3.107000	B
3.129000	3.129000	B
3.152000	3.152000	B
3.267000	3.267000	B
3.400000	3.400000	B
3.418000	3.418000	B
3.469000	3.469000	B
3.489000	3.489000	B
3.536000	3.536000	B
3.560000	3.560000	B
3.582000	3.582000	B
3.605000	3.605000	B
3.630000	3.630000	B
5.209000	5.209000	B
5.228000	5.228000	B
5.254000	5.254000	B
5.325000	5.325000	B
5.828000	5.828000	B
5.851000	5.851000	B
5.896000	5.896000	B
5.922000	5.922000	B
5.944000	5.944000	B
5.966000	5.966000	B
6.012000	6.012000	B
6.034000	6.034000	B
6.057000	6.057000	B
6.078000	6.078000	B
6.098000	6.098000	B
6.148000	6.148000	B
6.496000	6.496000	B
6.542000	6.542000	B
6.566000	6.566000	B
6.588000	6.588000	B
6.636000	6.636000	B
6.925000	6.925000	B
6.949000	6.949000	B
6.972000	6.972000	B
7.040000	7.040000	B
7.109000	7.109000	B
7.132000	7.132000	B
8.632000	8.632000	B
8.652000	8.652000	B
8.673000	8.673000	B
8.697000	8.697000	B
9.447000	9.447000	B
9.469000	9.469000	B
9.494000	9.494000	B
10.239000	10.239000	B
10.327000	10.327000	B
10.358000	10.358000	B
10.404000	10.404000	B
10.427000	10.427000	B
12.053000	12.053000	B
12.074000	12.074000	B
12.097000	12.097000	B
12.120000	12.120000	B
12.144000	12.144000	B
12.303000	12.303000	B
12.719000	12.719000	B
12.740000	12.740000	B
12.764000	12.764000	B
12.900000	12.900000	B
12.922000	12.922000	B
12.944000	12.944000	B
12.968000	12.968000	B
13.365000	13.365000	B
13.386000	13.386000	B
13.409000	13.409000	B
15.587000	15.587000	B
16.130000	16.130000	B
16.152000	16.152000	B
16.179000	16.179000	B
16.201000	16.201000	B
16.223000	16.223000	B
16.317000	16.317000	B
16.339000	16.339000	B
16.773000	16.773000	B
16.794000	16.794000	B
16.813000	16.813000	B
16.836000	16.836000	B
16.886000	16.886000	B
16.907000	16.907000	B
17.187000	17.187000	B
17.200000	17.200000	B
17.224000	17.224000	B
17.250000	17.250000	B
17.271000	17.271000	B
18.900000	18.900000	B
18.917000	18.917000	B
18.963000	18.963000	B
18.989000	18.989000	B
19.009000	19.009000	B
19.543000	19.543000	B
19.560000	19.560000	B
19.607000	19.607000	B
19.631000	19.631000	B
19.653000	19.653000	B
19.747000	19.747000	B
19.766000	19.766000	B
19.785000	19.785000	B
19.811000	19.811000	B
19.834000	19.834000	B
20.205000	20.205000	B
20.228000	20.228000	B
20.252000	20.252000	B
20.274000	20.274000	B
20.300000	20.300000	B
20.321000	20.321000	B
20.343000	20.343000	B
20.391000	20.391000	B
20.639000	20.639000	B
20.661000	20.661000	B
20.682000	20.682000	B
20.705000	20.705000	B
20.776000	20.776000	B
20.842000	20.842000	B
21.367000	21.367000	B
21.388000	21.388000	B
21.504000	21.504000	B
22.011000	22.011000	B
22.360000	22.360000	B
22.427000	22.427000	B
22.450000	22.450000	B
22.473000	22.473000	B
22.496000	22.496000	B
22.542000	22.542000	B
24.047000	24.047000	B
24.058000	24.058000	B
24.081000	24.081000	B
24.106000	24.106000	B
24.128000	24.128000	B
24.153000	24.153000	B
25.798000	25.798000	B
25.816000	25.816000	B
25.839000	25.839000	B
25.865000	25.865000	B
25.911000	25.911000	B
26.293000	26.293000	B
26.315000	26.315000	B
26.384000	26.384000	B
41.181000	41.181000	B
41.244000	41.244000	B
41.267000	41.267000	B
41.288000	41.288000	B
41.307000	41.307000	B
41.331000	41.331000	B
41.352000	41.352000	B
41.373000	41.373000	B
41.395000	41.395000	B
41.417000	41.417000	B
41.439000	41.439000	B
41.460000	41.460000	B
41.481000	41.481000	B
41.503000	41.503000	B
41.525000	41.525000	B
41.547000	41.547000	B
41.569000	41.569000	B
41.590000	41.590000	B
41.611000	41.611000	B
41.633000	41.633000	B
41.656000	41.656000	B
41.679000	41.679000	B
41.700000	41.700000	B
41.722000	41.722000	B
41.744000	41.744000	B
41.766000	41.766000	B
41.789000	41.789000	B
41.812000	41.812000	B
41.833000	41.833000	B
41.854000	41.854000	B
41.923000	41.923000	B
41.990000	41.990000	B
42.012000	42.012000	B
42.463000	42.463000	B
42.468000	42.468000	B
42.530000	42.530000	B
42.553000	42.553000	B
42.575000	42.575000	B
42.597000	42.597000	B
42.618000	42.618000	B
42.640000	42.640000	B
42.661000	42.661000	B
42.681000	42.681000	B
42.703000	42.703000	B
42.726000	42.726000	B
42.747000	42.747000	B
42.768000	42.768000	B
42.788000	42.788000	B
42.810000	42.810000	B
42.832000	42.832000	B
42.856000	42.856000	B
42.877000	42.877000	B
42.897000	42.897000	B
42.920000	42.920000	B
42.943000	42.943000	B
42.965000	42.965000	B
42.987000	42.987000	B
43.007000	43.007000	B
43.031000	43.031000	B
43.052000	43.052000	B
43.074000	43.074000	B
43.097000	43.097000	B
43.143000	43.143000	B
43.232000	43.232000	B
43.252000	43.252000	B
43.328000	43.328000	B
43.412000	43.412000	B
43.435000	43.435000	B
43.457000	43.457000	B
43.477000	43.477000	B
43.498000	43.498000	B
43.519000	43.519000	B
43.540000	43.540000	B
43.563000	43.563000	B
43.586000	43.586000	B
43.607000	43.607000	B
43.627000	43.627000	B
43.648000	43.648000	B
43.671000	43.671000	B
43.694000	43.694000	B
43.715000	43.715000	B
43.736000	43.736000	B
43.757000	43.757000	B
43.780000	43.780000	B
43.802000	43.802000	B
43.824000	43.824000	B
43.845000	43.845000	B
43.868000	43.868000	B
43.892000	43.892000	B
43.913000	43.913000	B
43.934000	43.934000	B
43.956000	43.956000	B
44.004000	44.004000	B
44.024000	44.024000	B
44.613000	44.613000	B
44.719000	44.719000	B
44.741000	44.741000	B
44.763000	44.763000	B
44.783000	44.783000	B
44.805000	44.805000	B
44.826000	44.826000	B
44.847000	44.847000	B
44.870000	44.870000	B
44.892000	44.892000	B
44.912000	44.912000	B
44.934000	44.934000	B
44.954000	44.954000	B
44.977000	44.977000	B
44.999000	44.999000	B
45.022000	45.022000	B
45.042000	45.042000	B
45.064000	45.064000	B
45.087000	45.087000	B
45.110000	45.110000	B
45.131000	45.131000	B
45.152000	45.152000	B
45.174000	45.174000	B
45.197000	45.197000	B
45.218000	45.218000	B
