0	463	362	0
1	462.209	360.263	0
2	461.401	358.404	0
3	460.665	356.588	0
4	459.827	354.859	0
5	458.96	353.123	0
6	458.243	351.297	0
7	457.478	349.513	0
8	456.58	347.649	0
9	455.725	345.939	0
10	454.897	344.139	0
11	453.99	342.363	0
12	453.247	340.559	0
13	452.363	338.945	0
14	451.482	337.08	0
15	450.808	335.378	0
16	450.066	333.982	0
17	449.207	333.046	0
18	448.286	332.259	0
19	447.469	331.535	0
20	446.616	330.748	0
21	445.817	330.077	0
22	445.064	329.309	0
23	444.408	328.46	0
24	443.48	327.484	0
25	442.611	326.401	0
26	441.797	325.328	0
27	441.162	324.377	0
28	440.565	323.617	0
29	439.802	322.949	0
30	439.102	322.4	0
31	438.462	322.274	0
32	437.735	321.847	0
33	436.891	321.011	0
34	436.23	319.849	0
35	435.537	318.976	0
36	434.74	318.711	0
37	434.103	318.432	0
38	433.275	318.354	0
39	432.451	318.373	0
40	431.669	318.21	0
41	431.046	317.903	0
42	430.449	317.817	0
43	429.69	317.857	0
44	429.121	317.881	0
45	428.474	317.888	0
46	427.838	317.7	0
47	427.319	317.291	0
48	426.817	316.72	0
49	426.251	316.087	0
50	425.887	315.557	0
51	425.473	315.248	0
52	424.981	315.161	0
53	424.492	315.026	0
54	424.071	314.803	0
55	423.757	314.569	0
56	423.26	314.63	0
57	422.75	314.924	0
58	422.379	315.069	0
59	422.093	315.46	0
60	421.726	315.775	0
61	421.185	315.765	0
62	420.675	315.591	0
63	420.278	315.478	0
64	419.922	315.387	0
65	419.396	315.365	0
66	418.924	315.365	0
67	418.425	315.641	0
68	417.997	315.716	0
69	417.542	315.635	0
70	417.035	315.31	0
71	416.657	315.125	0
72	416.191	315.005	0
73	415.694	314.949	0
74	415.278	314.668	0
75	414.879	314.18	0
76	414.518	313.774	0
77	414.281	313.307	0
78	413.922	312.788	0
79	413.705	312.359	0
80	413.447	312.01	0
81	413.167	311.616	0
82	412.908	311.375	0
83	412.721	311.275	0
84	412.505	311.267	0
85	412.309	311.311	0
86	412.193	311.324	0
87	412.116	311.277	0
88	412.118	311.22	0
89	412.125	311.168	0
90	412.125	310.914	0
91	412.13	310.551	0
92	412.477	310.252	0
93	412.838	309.987	0
94	413.252	310.003	0
95	413.502	310.333	0
96	413.819	310.471	0
97	413.921	310.539	0
98	414.036	310.483	0
99	414.075	310.427	0
100	414.334	310.478	0
101	414.59	310.433	0
102	414.678	310.299	0
103	414.684	310.184	0
104	414.709	310.114	0
105	414.678	309.996	0
106	414.599	309.926	0
107	414.505	309.782	0
108	414.311	309.578	0
109	414.041	309.451	0
110	413.634	310.17	0
111	413.258	312.358	0
112	412.815	313.555	0
113	412.602	314.289	0
114	412.158	315.012	0
115	411.846	315.684	0
116	411.582	316.576	0
117	411.574	317.523	0
118	411.615	318.355	0
119	412.055	318.951	0
120	412.683	319.808	0
121	413.227	320.128	0
122	413.7	320.128	0
123	414.047	320.093	0
124	414.281	320.071	0
125	414.288	320.04	0
126	414.208	319.943	0
127	414.151	319.672	0
128	413.854	319.468	0
129	413.672	319.245	0
130	413.325	319.007	0
131	412.883	318.515	0
132	412.344	318.034	0
133	411.979	317.539	0
134	411.402	317.198	0
135	410.872	316.856	0
136	410.456	316.789	0
137	410.025	316.834	0
138	409.72	316.769	0
139	409.386	316.733	0
140	409.263	316.623	0
141	410.449	316.548	0
142	412.814	316.427	0
143	415.522	316.264	0
144	418.674	316.141	0
145	422.119	316.009	0
146	426.011	315.67	0
147	430.016	315.354	0
148	434.143	315.037	0
149	438.156	314.675	0
150	442.133	314.323	0
151	447.009	314.054	0
152	452.561	313.823	0
153	457.629	313.499	0
154	461.127	313.127	0
155	463.227	312.928	0
156	465.484	312.577	0
157	468.234	312.243	0
158	470.383	311.929	0
159	471.815	311.584	0
160	472.649	311.158	0
161	473.389	310.666	0
162	474.007	310.125	0
163	474.683	309.481	0
164	475.312	308.923	0
165	476.06	308.138	0
166	476.634	307.431	0
167	477.214	306.743	0
168	477.728	306.126	0
169	478.158	305.517	0
170	478.671	304.85	0
171	479.145	304.314	0
172	479.567	303.815	0
173	480.038	303.298	0
174	480.458	302.824	0
175	480.796	302.433	0
176	481.175	302.055	0
177	481.425	301.649	0
178	481.708	301.184	0
179	481.978	300.78	0
